0,1,2,3,4,5,6
部屋持ち,へやもち,exp n,,1,Edo-period prostitute successful enough to have her own room in an establishment,2830268
郷に入っては郷に従え,ごうにいってはごうにしたがえ,exp,,2,"when in Rome, do as the Romans do",1238480
郷に入らば郷に従え,ごうにいらばごうにしたがえ,exp,,1,"When in Rome, do as the Romans do",2082310
郷に入れば郷に従え,ごうにいればごうにしたがえ,exp,,2,"when in Rome, do as the Romans do",2527150
都会を離れる,とかいをはなれる,exp v1,v1,1,to leave town,1897250
都合がいい,つごうがいい,exp,,4,convenient,2264750
都合がよろしい,つごうがよろしい,exp adj-i pol,adj-i,1,convenient,2264550
都合が付く,つごうがつく,exp v5k,v5,1,"to be possible (in terms of time, money, etc.) to be able (to do)",2803080
都合が悪い,つごうがわるい,exp adj-i,adj-i,4,inconvenient,2264760
都合のいい,つごうのいい,exp adj-ix,,1,convenient,2827392
都合の悪い,つごうのわるい,exp adj-i,adj-i,2,inconvenient,2264770
都合の良い,つごうのよい,exp adj-i,adj-i,2,convenient,2264740
都道府県別,とどうふけんべつ,exp adj-no adv,,1,by prefecture,2658630
配備時期,はいびじき,exp,,2,implemention duration,2537020
配備開始,はいびかいし,exp,,2,start of deployment,2537030
酒に弱い,さけによわい,exp adj-i,adj-i,2,weak-headed can't drink much can't hold one's liquor can't take one's drink easily gets drunk,2683320
酒の上で,さけのうえで,exp,,1,under the influence of alcohol,2427130
酒の気,さけのけ,exp n,,1,looking tipsy seeming drunk,1878780
酒は百薬の長,さけはひゃくやくのちょう,exp id,,2,good wine makes good blood sake is the best of all medicines,2417830
酒を勧める,さけをすすめる,exp v1,v1,2,to press alcohol on someone to urge somebody to drink to offer alcohol to someone,1878820
酒を絶やす,さけをたやす,exp v5s,v5,2,to run out of sake to be out of sake to run out of alcohol,1878830
酒を過ごす,さけをすごす,exp v5s,v5,2,to drink too much (alcohol),1329020
酒気を帯びる,しゅきをおびる,exp v1,v1,1,to tie one on to get drunk,2153850
酒癖が悪い,さけぐせがわるい,exp adj-i,adj-i,1,being a bad drunk,1878750
酔いが回る,よいがまわる,exp v5r,v5,2,to get drunk to become tipsy,1855140
酔いが覚める,よいがさめる,exp v1,v1,1,to sober up,2432990
酔いを覚ます,よいをさます,exp v5s,v5,1,to sober up,2432980
酷い風邪,ひどいかぜ,exp n,,1,bad cold,2827561
酸いも甘いも噛み分ける,すいもあまいもかみわける,exp v1,v1,3,to be experienced in the ways of the world to taste the bitter and the sweet,2096120
酸素透過率,さんそとうかりつ,exp,,2,oxygen transmission rate OTR,2547870
醜い争い,みにくいあらそい,exp n,,2,scandalous dispute,1910550
醜と美,しゅうとび,exp,,1,ugliness and beauty,1881910
醜の御楯,しこのみたて,exp,,1,the humble shield of our Sovereign Lord,1853440
采配を振る,さいはいをふる,exp v5r,v5,3,to lead to direct to take command,1295150
采配を振るう,さいはいをふるう,exp v5u,v5,4,to wield a baton to swing a baton,2558650
釈然とする,しゃくぜんとする,exp vs-i,vs,4,to be fully satisfied with (e.g. an explanation or apology),1658920
釈迦に説法,しゃかにせっぽう,exp,,2,teaching your grandmother to suck eggs teaching something to someone who knows more than you preaching to the choir lecturing to the Buddha,2093310
重い任務,おもいにんむ,exp n,,1,important task,1862930
重い罪,おもいつみ,exp n,,2,serious crime grave crime,1862900
重い腰を上げる,おもいこしをあげる,exp v1,v1,1,to get one's lazy butt in gear to get off one's backside to bestir oneself,2826185
重きをなす,おもきをなす,exp v5s,v5,2,to carry weight to be important to have influence to be a leading figure to be esteemed,2750910
重く用いる,おもくもちいる,exp v1,v1,2,to give an important position,1862950
重しをする,おもしをする,exp vs-i,vs,1,to place a weight upon (e.g. when making pickles) to press (down),2220990
重心を取る,じゅうしんをとる,exp v5r,v5,1,to balance (oneself),2212200
重箱のすみをつつく,じゅうばこのすみをつつく,exp v5k id,v5,1,to nitpick to complain about trifles,2398920
重箱の隅をほじくる,じゅうばこのすみをほじくる,exp v5r id,v5,2,to nitpick to complain about trifles,2207610
重箱の隅をようじでほじくる,じゅうばこのすみをようじでほじくる,exp v5r,v5,3,to nitpick to complain about trifles,2524640
重重にも,じゅうじゅうにも,exp,,1,repeatedly,1595340
野となれ山となれ,のとなれやまとなれ,exp,,2,I don't care what happens (after this),2564740
野に下る,やにくだる,exp v5r,v5,1,to leave the government service,1855080
野に在る,やにある,exp v5r-i,v5,1,to be in opposition to be in private life,1913310
野に隠れる,やにかくれる,exp v1 obsc,v1,1,to retire from public service,1901020
野放しにする,のばなしにする,exp vs-i,vs,6,to send cattle out grazing,2522040
野次を飛ばす,やじをとばす,exp v5s,v5,2,to heckle to jeer,2827707
野菜を作る,やさいをつくる,exp v5r,v5,2,to grow vegetables,2402520
量が増える,りょうがふえる,exp v1,v1,1,to gain in quantity,1915920
金がない,かねがない,exp adj-i,adj-i,605,have no money,1866230
金が手に入る,かねがてにはいる,exp v5r,v5,1,to get hold of money,1866210
金が物を言う,かねがものをいう,exp v5u id,v5,3,Money talks,2417010
金が金を生む,かねがこをうむ,exp id,,1,money begets money,2417000
金ずくで,かねずくで,exp,,3,for money just for money by means of money by force of money,1682060
金になる,かねになる,exp adj-f,,3,profitable lucrative,2798840
金に汚い,かねにきたない,exp,,2,mean (greedy) about money stingy,1866280
金に目がくらむ,かねにめがくらむ,exp v5m,v5,2,to be lost in lust for riches to throw all caution and conscience away in pursuit of riches,2183270
金に糸目をつけない,かねにいとめをつけない,exp,,2,(doing something) regardless of expense,2102960
金に糸目を付けず,かねにいとめをつけず,exp,,1,(doing something) regardless of expense,2402450
金に飽かして,かねにあかして,exp,,4,sparing no money regardless of expense,1866270
金のない,かねのない,exp adj-i,adj-i,1,broke skint,2238660
金の世の中,かねのよのなか,exp id,,2,Money rules the world,2417020
金の使途,かねのしと,exp,,1,how money is used,1866300
金の切れ目が縁の切れ目,かねのきれめがえんのきれめ,exp,,3,relationships (formed by wealth) will end when the money ends,2153430
金は天下の回り物,かねはてんかのまわりもの,exp,,3,money comes and goes money goes around and around,2113380
金を回す,かねをまわす,exp v5s,v5,4,"to spread money around (e.g. to give, to loan, to invest, etc.)",2578000
金を寝かす,かねをねかす,exp v5s,v5,2,to let money lie idle,2102970
金を恵む,かねをめぐむ,exp v5m,v5,1,to give money,1876680
金を無心する,かねをむしんする,exp vs-i,vs,2,to ask for money to put the touch on someone,2063980
金を落とす,かねをおとす,exp v5s,v5,3,to lose money,2827203
金を調える,かねをととのえる,exp v1,v1,2,to raise money,1866380
金を貯める,かねをためる,exp v1,v1,1,to save money,1866350
金を貸せば友を失う,かねをかせばともをうしなう,exp id,,1,"Lend your money and lose your friend Money gone, friends gone",2417030
金を費やす,かねをついやす,exp v5s,v5,2,to expend money to spend money,2572610
金を賭ける,かねをかける,exp v1,v1,1,to bet money,1866330
金を遣う,かねをつかう,exp v5u,v5,2,to spend money,1242620
金玉が縮みあがる,きんたまがちぢみあがる,exp v5r,v5,1,to shrivel up in fear to tremble in fear one's testicles shrivel up,2716870
金箔が剥げる,きんぱくがはげる,exp v1 id,v1,1,to reveal one's true colors,2832737
金融再編成,きんゆうさいへんせい,exp n,,1,restructuring of the financial industry reorganization of financial systems,2660860
金遣いの荒い,かねずかいのあらい,exp,,2,extravagant wasteful of money,1866240
金銀は回り持ち,きんぎんはまわりもち,exp id,,1,Money is round and rolls away,2417040
金魚の糞,きんぎょのふん,exp n id,,3,person who tags along hanger-on person who follows someone around like a shadow clingy person goldfish feces,2129400
釘を刺す,くぎをさす,exp v5s,v5,3,to give a warning to remind (a person) of,1871830
釜を掘る,かまをほる,exp v5r,v5,1,to crash one's car into the back of another,1209090
釜中の魚,ふちゅうのうお,exp n,,2,fish in a pot about to be boiled person who is blissfully unaware of deadly danger,2832606
針で刺す,はりでさす,exp v5s,v5,2,to prick with a needle,1902650
針の穴,はりのあな,exp n,,4,eye of a needle,1902660
針の耳,はりのみみ,exp n arch,,-98,eye of a needle,2742290
針ほどのことを棒ほどに言う,はりほどのことをぼうほどにいう,exp id,,2,exaggeration making a mountain out of a molehill,2159610
針を含む,はりをふくむ,exp v5m,v5,1,to hurt someone's feelings,2831624
針を含んだ言葉,はりをふくんだことば,exp,,2,stinging words biting remarks,1902670
針路を逸れる,しんろをそれる,exp v1,v1,1,to swerve from the course,1884320
釣りに行く,つりにいく,exp v5k-s,v5,3,to go fishing,2592720
釣り落とした魚は大きい,つりおとしたさかなはおおきい,exp proverb,,1,the biggest fish is always the one that got away,2419060
鈍い音,にぶいおと,exp n,,1,dull sound muffled sound,1900160
鈴なりになる,すずなりになる,exp v5r,v5,3,to grow in clusters,1887010
鈴をころがすよう,すずをころがすよう,exp adj-na,,1,clear and beautiful (of a woman's voice),2829267
鈴を鳴らす,りんをならす,exp v5s,v5,2,to ring a bell,1916310
鉄は熱いうちに打て,てつはあついうちにうて,exp,,3,strike while the iron is hot,2168390
鉄は熱い内に鍛えよ,てつはあついうちにきたえよ,exp id,,1,Strike while the iron is hot,2419080
鉄槌を下す,てっついをくだす,exp v5s,v5,2,"to crack down on (e.g. crime, corruption) to deal a crushing blow to to bring down the hammer on",2692690
鉛筆の芯,えんぴつのしん,exp n,,3,lead of a pencil,1861650
銀を取る,ぎんをとる,exp v5r,v5,1,to desilverize to desilverise,1871720
銃を構えて,じゅうをかまえて,exp,,2,ready with a rifle leveled,1885480
銘を刻む,めいをきざむ,exp v5m,v5,1,to engrave an inscription,1911750
銭の取れる,ぜにのとれる,exp v1,v1,2,to be worth the money,1889230
鋭を挫く,えいをくじく,exp v5k,v5,1,to break the brunt,1861180
鋳掛け屋の天秤棒,いかけやのてんびんぼう,exp obsc,,2,intrusive person being intrusive a tinker's shoulder pole,2582100
錠をかける,じょうをかける,exp v1,v1,1,to fasten a lock,1886220
錠を下ろす,じょうをおろす,exp v5s,v5,3,to lock to fasten a lock,1886210
錦上に花を敷く,きんじょうにはなをしく,exp v5k,v5,2,to crown beauty with even greater beauty,2176290
錦上花を添える,きんじょうかをそえる,exp v1,v1,1,crowning beauty with even greater glory,2103680
鍵がかかる,かぎがかかる,exp v5r,v5,1,to become locked (e.g. of automatic locking),2089720
鍵をかける,かぎをかける,exp v1,v1,3,to lock,1260500
鍵を握る,かぎをにぎる,exp v5r,v5,3,to hold the key,2570610
鎌を掛ける,かまをかける,exp v1,v1,2,to trick someone (into confirming or revealing the truth) to ask a leading question,1852260
鎌倉の戦い,かまくらのたたかい,exp n,,1,"Battle of Kamakura (Genkō War, 1333) Siege of Kamakura",2833517
鎌首をもたげる,かまくびをもたげる,exp v1,v1,3,to raise one's head (esp. of a snake),2521020
鏡に映る,かがみにうつる,exp v5r,v5,2,to be reflected in a mirror,1864400
鏡を抜く,かがみをぬく,exp v5k,v5,2,to uncask to open a barrel,1864420
鐘を突く,かねをつく,exp v5k,v5,2,to strike a bell,1866370
鐚一文,びたいちもん,exp,,4,being penniless not having a cent,2005820
長いこと,ながいこと,exp adv,,3,for a long time,2038050
長い目で見る,ながいめでみる,exp v1,v1,2,to look at the long term,2404360
長い間,ながいあいだ,exp n-t,,603,long time long interval for quite some time,1429760
長きに亘る,ながきにわたる,exp v5r,v5,1,long (used with period of time) longstanding for a long time,2257520
長居無用,ながいむよう,exp yoji,,1,There's no point in staying (here) any longer There's no point in prolonging a (the) visit There's no point in extending one's stay,2051390
長年の夢,ながねんのゆめ,exp n,,1,long-cherished dream,2012370
長広舌を振るう,ちょうこうぜつをふるう,exp v5u,v5,2,to make a long-winded speech to give a long talk,2402490
長所は短所,ちょうしょはたんしょ,exp id,,1,One's strength is his weakness,2419030
門をたたく,もんをたたく,exp v5k,v5,3,to knock at the gate,2662300
門前の小僧,もんぜんのこぞう,exp id abbr,,2,"you learn, without realising it, from what is around you a young monk outside the gate (can read sutras he has never studied)",2799290
門前の小僧習わぬ経を読む,もんぜんのこぞうならわぬきょうをよむ,exp id,,2,"you learn, without realising it, from what is around you a young monk outside the gate can read sutras he has never studied",2125080
門前市をなす,もんぜんいちをなす,exp v5s,v5,4,to have many visitors (of a home) to be prosperous (of a shop),2572540
門前雀羅を張る,もんぜんじゃくらをはる,exp,,2,(a house) looking deserted with few visitors,2832572
門戸を張る,もんこをはる,exp v5r,v5,2,to keep a fine house to put up a front to make the front of the house nice (and be pretentious about it),2666650
門戸を閉ざす,もんこをとざす,exp v5s,v5,3,to exclude to close the door to,1912790
門戸を開く,もんこをひらく,exp v5k,v5,2,to (metaphorically) open the door (to),2402290
門違い,かどちがい,exp,,3,barking up the wrong tree calling at the wrong house,1694330
閉会の辞,へいかいのじ,exp,,2,closing address,2273120
開いた口が塞がらない,あいたくちがふさがらない,exp adj-i,adj-i,3,to be surprising to be shocking to be jaw-dropping,2183520
開かずの間,あかずのま,exp n,,3,room that is forbidden to enter locked room unopened room,2832259
開会の言葉,かいかいのことば,exp,,1,opening address,2273100
開業を許す,かいぎょうをゆるす,exp v5s,v5,1,to be licensed to practice (e.g. law) to be allowed to open a business,1863600
閑古鳥が鳴く,かんこどりがなく,exp v5k id,v5,5,to be in a slump (of a business) (business is) slow,2068870
閑話休題,かんわきゅうだい,exp n yoji,,4,"Now let's return to the main subject To return from the digression,.. (in a conversation, speech, or story-telling)",1215760
間がいい,まがいい,exp adj-ix,,2,lucky,2822570
間がない,まがない,exp,,1,(preceded by v-te) not long has passed since ...,2456900
間がよい,まがよい,exp adj-i,adj-i,1,lucky,1909290
間が悪い,まがわるい,exp adj-i,adj-i,4,embarrassed awkward,2083670
間が抜ける,まがぬける,exp v1,v1,1,to look stupid to have a critical lack,2066160
間が持たない,まがもたない,exp,,1,not knowing what to do with the time one has on one's hand,2827335
間が持てない,まがもてない,exp,,2,not knowing what to do with the time one has on one's hand,2126830
間ずっと,あいだずっと,exp adv,,1,throughout all through right through,2803270
間にある,あいだにある,exp adj-f,,3,intervening,1215250
間に入る,あいだにはいる,exp v5r,v5,2,to act as an intermediary to step in to come between to intervene to interject,2830572
間に合っている,まにあっている,exp v1,v1,1,to be on time,2138310
間に合わす,まにあわす,exp v5s,v5,1,to make something be done in time,2405390
間に立つ,あいだにたつ,exp v5t,v5,1,to mediate to intervene,2691410
間の抜けた,まのぬけた,exp adj-f,,3,idiotic dolt bonehead,2554360
間もない,まもない,exp,,2,after (practically) no time,2104000
間も無いころ,まもないころ,exp,,1,in the early period (of something) at the beginning,2068580
間を取る,あいだをとる,exp v5r,v5,2,to take the middle (between the two) to split the difference,1856010
間を持たす,まをもたす,exp v5s,v5,2,to fill in time to stall (e.g. an audience),2830288
間を持たせる,まをもたせる,exp v1,v1,1,to fill in time to stall (e.g. an audience),2830289
間を持つ,まをもつ,exp v5t,v5,1,to have a controlling presence to have a certain aura,2127580
間を置いて,まをおいて,exp,,4,intermittently at intervals (of) after a pause,1215310
間を置く,まをおく,exp v5k,v5,2,to pause to have a short intermission,2104260
間を開ける,まをあける,exp v1,v1,3,to leave space (between),1855990
間一髪を入れず,かんいっぱつをいれず,exp,,2,in a flash in no time,1215360
間違いない,まちがいない,exp adj-i,adj-i,605,certain sure doubtless,2006640
間違い無し,まちがいなし,exp,,1,certain sure doubtless,2806410
間違っても,まちがっても,exp adv,,1,"never (even in error) never, ever never, no matter what happens by no means",2111010
間髪,かんはつ,exp abbr,,1,in no time in a flash,2683230
間髪を入れず,かんはつをいれず,exp,,4,in no time in a flash,1867250
関して,かんして,exp,,4,in relation to,2424680
関の山,せきのやま,exp n,,2,the most one can do as much as one can as hard as possible,1811740
関係がない,かんけいがない,exp,,4,unrelated irrelevant unconcerned unconnected,2076030
関係ない,かんけいない,exp adj-i,adj-i,3,unrelated irrelevant unconcerned unconnected,2076040
関係を持つ,かんけいをもつ,exp v5t,v5,2,to have a relationship to have relations,2630300
関係各位,かんけいかくい,exp,,1,to whom it may concern,2142410
関係各位殿,かんけいかくいどの,exp,,1,to whom it may concern,2142400
関係当事者,かんけいとうじしゃ,exp,,1,affected party party concerned,2142390
関係当事者殿,かんけいとうじしゃどの,exp,,1,to whom it may concern,2142380
関係者以外立入り禁止,かんけいしゃいがいたちいりきんし,exp,,1,No Unauthorized Persons No Unauthorized Entry Authorized Personnel Only,2650000
関係者各位,かんけいしゃかくい,exp hon,,2,to whom it may concern to the involved parties to all persons concerned,2154520
関心が高まる,かんしんがたかまる,exp v5r,v5,1,to take a growing interest in,1867530
関心をひく,かんしんをひく,exp v5k,v5,1,to attract interest to get attention to appeal,2827665
関心を呼ぶ,かんしんをよぶ,exp v5b,v5,1,to be the subject of attention to call people's attention to be the rage to be of interest,2226070
関心を払う,かんしんをはらう,exp v5u,v5,3,to show interest in,2572630
関心を持つ,かんしんをもつ,exp v5t,v5,2,to be interested in to take an interest in to care about,2767950
関心を高める,かんしんをたかめる,exp v1,v1,2,to stimulate interest in to raise awareness of,2084490
閲覧中,えつらんちゅう,exp,,1,while browsing the web now watching (in the context of a chat room),2405740
閲覧注意,えつらんちゅうい,exp n,,1,viewer discretion advised not safe for work NSFW,2830212
闇から闇に葬る,やみからやみにほうむる,exp v5r,v5,4,to cover up to hush up to shroud in darkness,2089180
闇に紛れて,やみにまぎれて,exp,,3,under cover of night,1913520
闇を透かす,やみをすかす,exp v5s,v5,2,to peer into the darkness,1913530
闇夜に烏,やみよにからす,exp n,,2,something indistinct a crow in a pitch-black night,2064485
闇夜の烏,やみよのからす,exp n,,2,something indistinct a crow in a pitch-black night,2064480
闇夜の礫,やみよのつぶて,exp obsc,,2,aimless attempt shot in the dark,2152830
闘志を燃やす,とうしをもやす,exp v5s,v5,1,to burn with combativeness,1896940
阿呆に付ける薬無し,あほうにつけるくすりなし,exp proverb,,1,there's no medicine for stupidity,2416570
阿呆の三杯汁,あほうのさんばいじる,exp id,,1,only a fool with no manners asks for another helping more than once only fools are gluttons,2710680
阿呆の話食い,あほうのはなしぐい,exp id,,1,fools act without thinking,2710700
阿呆の足下使い,あほうのあしもとづかい,exp id,,1,fools use people to pick up things lying at their own feet stupidity of using people for small things,2710670
阿呆臭,あほくさ,exp int uk,,1,ridiculous stupid laughable,2781910
降っても照っても,ふってもてっても,exp,,3,rain or shine,1906180
降りみ降らずみ,ふりみふらずみ,exp,,2,raining on and off,2258840
降り懸かる火の粉は払わねばならぬ,ふりかかるひのこははらわねばならぬ,exp id,,1,You must protect yourself against any possible dangers,2417420
限り有る,かぎりある,exp,,4,finite limited,1864540
限度を超える,げんどをこえる,exp v1,v1,2,to go beyond the limit to pass the limit,1874650
陣を張る,じんをはる,exp v5r,v5,3,to pitch camp to set up camp,1886450
陣を敷く,じんをしく,exp v5k,v5,3,to encamp to take up a position,1886430
陣を立てなおす,じんをたてなおす,exp v5s,v5,1,to redeploy troops,1886440
除いて,のぞいて,exp,,604,except save,1345630
陰で,かげで,exp,,5,behind one's back,1865020
陰で悪口を言う,かげでわるくちをいう,exp v5u,v5,2,to insult someone behind their back,2402350
陰で糸を引く,かげでいとをひく,exp v5k,v5,2,to pull wires to pull strings,1972280
陰と陽,いんとよう,exp,,2,the positive and the negative,1859680
陰にこもる,いんにこもる,exp v5r,v5,3,to stay bottled up inside oneself to be introverted,2516900
陰になり日向になり,かげになりひなたになり,exp proverb,,2,openly and secretly helping in all ways,2832594
陰口をたたく,かげぐちをたたく,exp v5k,v5,2,to backbite,2102830
陰影をつける,いんえいをつける,exp v1 comp,v1,3,to crosshatch,2341940
陰謀を企てる,いんぼうをくわだてる,exp v1,v1,3,to plot against,1859750
陸に上がった河童,おかにあがったかっぱ,exp,,3,a fish out of water a kappa up on the land,2558000
陸を行く,りくをいく,exp v5k-s,v5,1,to travel overland to go by land,1915610
険しい声,けわしいこえ,exp n,,2,sharp voice,2428840
険しい山,けわしいやま,exp n,,1,steep mountain craggy mountain,1873810
険しい目,けわしいめ,exp n,,1,grim stare stern look,2428740
険しい表情,けわしいひょうじょう,exp n,,2,stern expression severe expression grim expression,2428860
険しい言葉,けわしいことば,exp n,,2,harsh language,2428850
険しい顔,けわしいかお,exp n,,3,grim face,1628030
険しい顔つき,けわしいかおつき,exp n,,2,grim look,1260540
隅から隅まで,すみからすみまで,exp adv,,2,in every nook and corner from A to Z from head to toe from cover to cover,1887170
隅に置けない,すみにおけない,exp,,1,witty and knowing not to be underestimated smooth operator,1854200
隊を組む,たいをくむ,exp v5m,v5,3,to line up to form a party,1890870
階段の吹き抜け,かいだんのふきぬけ,exp n,,1,stairwell,2430450
階段を上る,かいだんをのぼる,exp v5r,v5,2,to go up the stairs,1863880
随喜の涙,ずいきのなみだ,exp n,,2,tears of joy,2409520
随喜の涙を流す,ずいきのなみだをながす,exp v5s,v5,2,to cry tears of joy to weep for joy,2409510
隔世の感がある,かくせいのかんがある,exp v5r-i,v5,2,to be poles apart,1864670
隗より始めよ,かいよりはじめよ,exp,,6,"start with the first step when embarking on a great project, start with immediate steps",2730020
隙も与えず,すきもあたえず,exp adv,,1,before one could in no time at all without a gap,2785560
隙をうかがう,すきをうかがう,exp v5u,v5,2,to watch for an unguarded moment,1886790
隙を見付ける,すきをみつける,exp v1,v1,1,to seize an opportunity,1886800
隙間の神,すきまのかみ,exp n,,1,God of the gaps,2509710
際して,さいして,exp,,104,when,1657790
際限なく続く,さいげんなくつづく,exp v5k,v5,1,to continue without end to go on to eternity,2019330
障子に目あり,しょうじにめあり,exp,,1,walls have ears sliding doors have eyes,2145870
障子貼る,しょうじはる,exp v5r,v5,2,to replace shoji cleaning and repapering shoji in preparation for winter,2570880
隠された意図,かくされたいと,exp n,,1,hidden agenda,2150560
隠れも無い,かくれもない,exp,,3,well-known,1636240
隣の芝生は青い,となりのしばふはあおい,exp proverb,,3,the grass is always greener on the other side of the fence,1008660
隣の花は赤い,となりのはなはあかい,exp proverb,,1,the grass is always greener on the other side of the fence the neighbour's flowers are redder,2420100
隴を得て蜀を望む,ろうをえてしょくをのぞむ,exp v5m,v5,3,"never being satisfied with what one gets, and always wanting more give someone an inch and they will take a mile taking Gansu only to want Sichuan",2081700
雀の涙,すずめのなみだ,exp n,,5,drop in the bucket very small quantity chicken feed insignificant amount sparrow tears,1373570
雀百迄踊り忘れず,すずめひゃくまでおどりわすれず,exp id,,1,What is learned in the cradle is carried to the tomb,2418480
雁首をそろえる,がんくびをそろえる,exp v1,v1,3,to sit silently at a meeting,2073140
雁首揃える,がんくびそろえる,exp v1,v1,2,to sit silently at a meeting,2073150
雄弁は銀沈黙は金,ゆうべんはぎんちんもくはきん,exp id,,1,"Speech is silver, silence is golden",2419950
集会の自由,しゅうかいのじゆう,exp n,,3,freedom of assembly,2632280
雉も鳴かずば撃たれまい,きじもなかずばうたれまい,exp,,1,avoiding unnecessary talk can prevent disaster falling on one there is safety in silence the pheasant would not be shot but for its cries,2111630
雌雄を決する,しゆうをけっする,exp vs-s,vs,2,to have a showdown to settle (e.g. a dispute),2772460
雖も,いえども,exp uk,,5,even though despite notwithstanding,2066680
離れ離れになる,はなればなれになる,exp v5r,v5,3,to be dispersed to get separated,1902220
離婚を申請する,りこんをしんせいする,exp vs-i,vs,1,to file for divorce,2200920
離席中,りせきちゅう,exp,,1,"currently away from my seat (keyboard, etc.) AFK",2006480
難がある,なんがある,exp,,1,to be a problem,1460840
難しい顔をする,むずかしいかおをする,exp vs-i,vs,2,to look displeased to frown to scowl to look grave to look serious,2785400
難に遭う,なんにあう,exp v5u,v5,1,to meet with disaster,1899670
難をのがれる,なんをのがれる,exp v1,v1,1,to avoid misfortune to escape danger,2832179
難中の難,なんちゅうのなん,exp,,2,the hardest thing of all,1642640
難癖を付ける,なんくせをつける,exp v1,v1,2,to blame to find fault with,2239240
難癖付ける,なんくせつける,exp v1,v1,1,to blame to find fault with,2239250
雨が上がる,あめがあがる,exp v5r,v5,2,to stop raining,2405270
雨が降ろうが槍が降ろうが,あめがふろうがやりがふろうが,exp,,3,come hell or high water no matter what happens even if rain or spears should fall,2273660
雨が降ろうと槍が降ろうと,あめがふろうとやりがふろうと,exp,,1,come hell or high water no matter what happens even if rain or spears should fall,2273670
雨のやみ間,あめのやみま,exp col,,1,break in the rain letup in the rain,2095080
雨垂れ石を穿つ,あまだれいしをうがつ,exp id,,3,slow but steady wins the race constant effort will result in success constant dripping wears away a stone,2141070
雨夜の星,あまよのほし,exp n,,2,star seen on a rainy night rare occurrence rare sight,2569290
雨天中止,うてんちゅうし,exp,,2,cancelled because of rain wash out,2027400
雨天延期,うてんえんき,exp,,1,postponed because of rain,2027410
雨天決行,うてんけっこう,exp,,3,rain or shine no postponement for rain,1172110
雨後の筍,うごのたけのこ,exp,,3,similar things turning up one after another bamboo shoots after rain,2093090
雨降って地固まる,あめふってじかたまる,exp id,,2,adversity strengthens the foundations,1172000
雨雑じり,あめまじり,exp adj-no,,1,"(something) mixed with rain (snow, wind, etc.)",2827159
雨露をしのぐ,あめつゆをしのぐ,exp v5g,v5,4,to protect against the elements to shelter oneself from the weather,2832692
雪と墨,ゆきとすみ,exp obsc,,2,"snow and ink (esp. used as an example of diametric opposites, like night and day)",2141460
雪に白鷺,ゆきにしらさぎ,exp obsc,,1,something indistinguishable or indistinct (like an egret in the snow),2152810
雪の果て,ゆきのはて,exp,,2,last snows snow remaining after the anniversary of Buddha's death,2628190
雪の肌,ゆきのはだえ,exp n,,3,perfectly white skin (woman) skin as white as snow,2828438
雪を丸める,ゆきをまるめる,exp v1,v1,1,to make a snowball,1914090
雪を欺く,ゆきをあざむく,exp v5k,v5,1,to be as white as snow,2791400
雪崩を打つ,なだれをうつ,exp v5t,v5,2,to surge like an avalanche to flood to swarm to stampede,2652220
雪混じり,ゆきまじり,exp adj-no,,3,(something) mixed with snow,2606350
雰囲気を壊す,ふんいきをこわす,exp v5s,v5,2,to spoil the mood,2128670
雲の上,くものうえ,exp n,,109,above the clouds heaven,1833100
雲の上の存在,くものうえのそんざい,exp n,,1,"god-like existence person far higher (in hierarchy, etc.) than oneself",2826548
雲の峰,くものみね,exp,,2,clouds that stand like a mountain peak during the summer,2559500
雲ひとつない,くもひとつない,exp adj-i,adj-i,2,cloudless (sky) without a cloud (in the sky),2682180
雲泥の差,うんでいのさ,exp,,204,wide difference a world of difference,1173240
雲行きが怪しい,くもゆきがあやしい,exp,,3,the clouds look menacing,2122910
雷が落ちる,かみなりがおちる,exp v1,v1,3,to be struck by lightning,2776830
雷が鳴る,かみなりがなる,exp v5r,v5,3,to thunder,2795440
雷に打たれた,かみなりにうたれた,exp adj-f,,1,thunderstruck hit by a thunderbolt struck by lightning,2788850
電卓を叩く,でんたくをたたく,exp v5k,v5,1,to calculate cost-benefit to calculate profitability,2832276
電報を打つ,でんぽうをうつ,exp v5t,v5,3,to send a telegram,1896580
電気で動く,でんきでうごく,v5k exp,v5,2,to run by electricity,1896450
電気を帯びる,でんきをおびる,exp v1,v1,1,to be charged with electricity,1896470
電源を入れる,でんげんをいれる,exp v1,v1,2,to turn on power,1443240
電源を切る,でんげんをきる,exp v5r,v5,2,to turn off power,1443230
電灯を点ける,でんとうをつける,exp v1,v1,1,to turn (switch) on an electric lamp,1896550
電話がかかってくる,でんわがかかってくる,exp vk,vk,2,to get a phone call,1896590
電話が掛かる,でんわがかかる,exp v5r,v5,2,to get a phone call,2208100
電話に出る,でんわにでる,exp v1,v1,3,to answer the phone,2229770
電話をかける,でんわをかける,exp v1,v1,3,to telephone to make a phone call,1896610
電話を切る,でんわをきる,exp v5r,v5,2,to hang up the receiver (of a telephone),1443850
電話を引く,でんわをひく,exp v5k,v5,2,to install a telephone,1896620
電話を返す,でんわをかえす,exp v5s,v5,1,to return a call,2733960
電話口に出る,でんわぐちにでる,exp v1,v1,2,to make a phone call to answer the phone,2830081
電顕,でんけん,exp n,,2,electron microscope,1443210
需要を賄う,じゅようをまかなう,exp v5u,v5,1,to meet the demand,1885640
震駭させる,しんがいさせる,exp v1,v1,4,to frighten to terrify to shock,1883700
